age,gender,device_type,ad_position,browsing_history,time_of_day,click
30.0,Female,Desktop,Bottom,News,Night,0
31.0,missing,missing,Side,missing,Afternoon,1
45.0,missing,Mobile,Bottom,missing,Night,1
missing,Female,Mobile,Side,News,Afternoon,0
missing,missing,Tablet,Side,Social Media,missing,0
49.0,Male,Desktop,Top,Shopping,missing,1
missing,Female,missing,Top,missing,Morning,1
55.0,missing,Tablet,missing,missing,missing,1
43.0,missing,Tablet,Side,News,Night,0
missing,missing,Desktop,Top,News,Morning,0
47.0,missing,Desktop,Bottom,Education,missing,1
missing,missing,Desktop,Bottom,Education,Night,1
38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
missing,missing,Desktop,Bottom,News,Night,1
missing,Female,Desktop,Side,Education,Morning,1
missing,missing,Desktop,Side,News,Afternoon,0
62.0,Female,Desktop,Side,Education,Morning,1
missing,missing,Tablet,Top,Shopping,Morning,0
46.0,missing,Mobile,Top,missing,missing,0
35.0,Male,missing,Side,Entertainment,Morning,0
missing,Male,Tablet,Bottom,missing,Evening,1
43.0,Non-Binary,missing,Bottom,Social Media,Night,0
missing,missing,Mobile,Bottom,missing,Morning,1
missing,Male,missing,missing,Entertainment,Evening,1
28.0,Male,Tablet,Top,missing,Afternoon,0
57.0,Male,missing,Top,missing,Evening,1
missing,Non-Binary,missing,missing,Social Media,Morning,0
missing,Female,Tablet,Bottom,Education,Evening,1
43.0,missing,Tablet,missing,Education,Afternoon,1
missing,Female,Tablet,Bottom,missing,Night,1
47.0,missing,Mobile,Bottom,Shopping,missing,1
38.0,Female,missing,missing,News,Night,1
56.0,Female,Mobile,Bottom,missing,missing,1
missing,missing,Tablet,Bottom,Entertainment,Afternoon,1
36.0,missing,missing,Bottom,missing,Morning,1
missing,Male,Desktop,Top,missing,missing,1
missing,Non-Binary,Tablet,missing,missing,Night,1
47.0,missing,missing,missing,News,missing,0
missing,Male,Tablet,Side,missing,Evening,1
29.0,missing,Desktop,missing,Education,Evening,1
missing,missing,Mobile,Bottom,Social Media,Morning,1
missing,missing,Mobile,Top,missing,Morning,1
missing,missing,Tablet,Top,missing,Night,1
36.0,Female,Mobile,Top,missing,Night,1
missing,missing,missing,Side,Entertainment,Night,1
20.0,Female,Mobile,Bottom,missing,Afternoon,1
missing,Non-Binary,Desktop,missing,Social Media,Evening,1
missing,Male,Mobile,Side,Education,Afternoon,0
missing,Female,Desktop,missing,News,Morning,0
missing,missing,Desktop,Bottom,Shopping,Morning,1
52.0,missing,missing,Bottom,Social Media,missing,0
51.0,Male,Mobile,Top,Social Media,missing,1
42.0,missing,missing,Top,missing,Afternoon,0
42.0,Non-Binary,Desktop,missing,Social Media,Night,1
missing,Non-Binary,Tablet,Bottom,missing,Afternoon,0
30.0,missing,Desktop,Bottom,missing,Evening,0
31.0,Non-Binary,Desktop,missing,missing,Night,0
29.0,missing,Tablet,Bottom,missing,Morning,1
62.0,Non-Binary,Tablet,Top,missing,Night,0
61.0,Male,Desktop,Bottom,missing,Night,0
38.0,missing,missing,Side,Social Media,Afternoon,1
58.0,missing,Mobile,Side,missing,Morning,1
27.0,missing,Tablet,Side,Entertainment,missing,1
missing,Female,Tablet,missing,missing,Evening,1
37.0,missing,Desktop,Bottom,missing,Afternoon,1
26.0,Female,missing,Top,missing,Afternoon,1
missing,missing,Desktop,Bottom,Social Media,Morning,1
42.0,Male,Tablet,Bottom,Shopping,Night,1
missing,missing,missing,Bottom,missing,Morning,1
missing,Female,Desktop,Top,missing,Evening,1
missing,Non-Binary,Mobile,missing,Social Media,Night,1
missing,missing,Tablet,Bottom,Education,missing,1
53.0,missing,missing,Side,News,Morning,1
missing,Non-Binary,Desktop,Bottom,Education,Afternoon,0
38.0,Non-Binary,Mobile,Bottom,missing,missing,0
missing,Non-Binary,missing,Top,News,Night,0
38.0,missing,Desktop,Top,missing,Evening,0
missing,missing,Mobile,Bottom,Shopping,Night,1
missing,missing,missing,Top,Shopping,Afternoon,0
missing,Non-Binary,Tablet,Bottom,missing,Morning,1
missing,missing,Desktop,Top,missing,Afternoon,0
51.0,Male,missing,missing,Social Media,Morning,1
63.0,Female,missing,Top,Entertainment,Afternoon,0
40.0,missing,Tablet,missing,Entertainment,Evening,0
missing,missing,Mobile,Side,Entertainment,missing,1
45.0,missing,Tablet,Top,missing,Afternoon,1
missing,missing,missing,Bottom,Shopping,Morning,0
50.0,missing,Tablet,Top,missing,Morning,0
29.0,missing,Tablet,missing,missing,Morning,1
missing,Non-Binary,Tablet,Top,missing,Evening,1
54.0,Male,Tablet,Side,missing,Evening,1
missing,missing,Desktop,Top,missing,Morning,0
36.0,missing,Desktop,Bottom,Shopping,Morning,1
57.0,missing,missing,Top,missing,missing,1
missing,Female,Tablet,Bottom,Entertainment,Night,0
missing,Non-Binary,Mobile,Top,News,Morning,1
missing,missing,Tablet,missing,News,Night,1
47.0,missing,Desktop,Bottom,Entertainment,Evening,0
missing,Male,Mobile,Side,missing,missing,1
missing,Female,Mobile,Side,News,Morning,1
51.0,missing,Mobile,Side,Entertainment,Afternoon,0
missing,Male,Desktop,missing,missing,Night,0
missing,missing,Mobile,Side,Education,missing,1
missing,Male,Desktop,missing,Social Media,Night,1
missing,missing,Tablet,Side,Entertainment,Evening,1
missing,Male,Mobile,missing,missing,Afternoon,0
missing,missing,Desktop,Side,Shopping,missing,1
missing,Male,Desktop,Bottom,missing,Evening,1
missing,Non-Binary,Mobile,Top,Social Media,missing,1
32.0,Non-Binary,Mobile,Top,News,Morning,1
missing,missing,missing,Top,News,Afternoon,1
64.0,missing,Desktop,missing,missing,Evening,0
missing,Female,Mobile,Bottom,Entertainment,Afternoon,1
38.0,missing,Tablet,Bottom,Entertainment,Night,1
missing,missing,Tablet,Side,missing,Evening,1
missing,Male,Tablet,Top,News,Evening,1
missing,missing,Tablet,Bottom,News,Night,0
missing,missing,Mobile,Side,Social Media,missing,1
missing,Non-Binary,Tablet,Bottom,missing,Evening,1
45.0,Non-Binary,Tablet,Side,missing,Afternoon,0
45.0,missing,Desktop,Top,Education,Morning,1
missing,Female,Mobile,Bottom,Shopping,Morning,1
26.0,Non-Binary,Tablet,Top,missing,missing,1
44.0,Non-Binary,Mobile,missing,Shopping,Morning,1
21.0,missing,Mobile,Top,missing,Morning,1
56.0,missing,Mobile,Top,Education,missing,0
31.0,missing,Desktop,Side,missing,Night,1
56.0,Female,missing,Bottom,News,Morning,1
missing,Non-Binary,Desktop,Side,Social Media,Afternoon,1
missing,Non-Binary,Tablet,missing,Entertainment,missing,0
25.0,Female,Tablet,Bottom,missing,missing,1
24.0,missing,missing,Side,Shopping,Morning,1
31.0,Female,Desktop,Side,Shopping,Night,1
missing,missing,Mobile,Top,missing,Afternoon,1
missing,Female,Mobile,missing,missing,Afternoon,0
52.0,Male,Mobile,missing,Education,Morning,0
36.0,Non-Binary,Desktop,Side,Social Media,missing,0
50.0,missing,Mobile,missing,Shopping,Night,0
31.0,Male,Tablet,missing,Social Media,Morning,1
missing,missing,Desktop,Bottom,Education,Afternoon,1
46.0,missing,Desktop,Top,missing,Evening,0
34.0,Male,Desktop,missing,News,Night,1
41.0,missing,Desktop,Side,Entertainment,Afternoon,1
20.0,Female,Tablet,Side,Entertainment,Night,1
missing,Non-Binary,missing,Side,missing,Afternoon,1
missing,Male,Tablet,Side,missing,Night,1
missing,missing,missing,Side,Entertainment,Evening,1
47.0,Female,Tablet,Side,Entertainment,Afternoon,0
missing,Male,missing,Top,missing,Evening,1
missing,missing,Desktop,missing,Entertainment,Afternoon,1
29.0,missing,Tablet,Bottom,missing,Morning,1
missing,Female,missing,Bottom,missing,Evening,1
50.0,missing,Mobile,Side,Education,Night,0
missing,missing,Mobile,Bottom,Shopping,missing,0
missing,missing,Desktop,Top,missing,Evening,0
missing,Female,Desktop,Side,missing,missing,1
54.0,missing,missing,Top,missing,missing,0
31.0,missing,missing,Side,missing,Afternoon,1
41.0,missing,Mobile,Top,Social Media,missing,0
48.0,missing,Mobile,Bottom,missing,Evening,0
46.0,missing,Desktop,Side,missing,missing,0
37.0,missing,Desktop,Side,Social Media,Evening,1
58.0,Non-Binary,Desktop,Top,Education,missing,1
40.0,Non-Binary,Desktop,Side,News,Evening,0
missing,Female,Desktop,Top,missing,Evening,0
missing,Female,Desktop,Side,missing,missing,1
43.0,Non-Binary,missing,Top,Shopping,Afternoon,1
59.0,Male,Desktop,Top,Entertainment,Afternoon,1
missing,Male,Mobile,Top,missing,Evening,0
41.0,Male,Desktop,Side,missing,Morning,1
58.0,missing,Desktop,Top,missing,Afternoon,1
missing,missing,Tablet,Bottom,missing,Afternoon,0
missing,Male,missing,Bottom,missing,Evening,1
missing,missing,Desktop,Side,missing,Evening,0
missing,missing,missing,Side,missing,Morning,0
60.0,missing,Tablet,Side,missing,Afternoon,1
missing,missing,Desktop,Top,missing,Night,1
39.0,Male,missing,Side,missing,Night,1
26.0,missing,Tablet,Side,Social Media,Evening,0
49.0,Male,Mobile,Top,News,missing,1
missing,Female,Mobile,Top,missing,missing,1
missing,Female,missing,Side,missing,Night,1
29.0,Male,Tablet,Side,missing,Afternoon,1
20.0,missing,Tablet,Side,News,missing,1
64.0,Male,Desktop,Side,Shopping,missing,0
missing,Non-Binary,Mobile,missing,missing,Evening,1
missing,missing,missing,Side,missing,Night,0
38.0,missing,Mobile,Side,missing,Morning,1
48.0,Non-Binary,Desktop,Top,missing,Night,1
28.0,missing,Tablet,Side,Social Media,missing,1
20.0,Male,Tablet,Side,missing,missing,1
29.0,missing,Desktop,Bottom,Education,missing,1
missing,missing,Desktop,Side,Social Media,missing,0
missing,Female,Desktop,Bottom,Entertainment,Evening,1
58.0,Male,Desktop,Bottom,Social Media,Evening,1
20.0,missing,Desktop,Top,missing,missing,1
missing,Female,Mobile,Bottom,Education,Evening,1
52.0,missing,Tablet,Bottom,News,Night,0
32.0,Male,Mobile,Bottom,missing,Night,1
46.0,missing,Desktop,Bottom,Education,Evening,1
56.0,missing,Desktop,Top,missing,missing,1
missing,Female,missing,missing,Social Media,Afternoon,0
missing,Male,Mobile,Top,Entertainment,missing,1
missing,missing,missing,missing,missing,Evening,1
missing,missing,Desktop,Top,News,Night,0
missing,Female,Desktop,missing,missing,Night,1
missing,Female,Mobile,Bottom,Social Media,Morning,1
20.0,missing,Mobile,missing,Entertainment,Night,0
missing,Female,Tablet,Top,Entertainment,missing,1
31.0,missing,Desktop,missing,missing,Night,1
missing,Non-Binary,Tablet,Bottom,News,Afternoon,0
36.0,missing,Desktop,Bottom,Education,Morning,1
missing,Non-Binary,Desktop,missing,Shopping,missing,0
24.0,Non-Binary,Tablet,Top,Education,Evening,0
23.0,missing,Desktop,Bottom,Social Media,Afternoon,0
missing,missing,missing,Side,missing,missing,0
21.0,Female,Mobile,Side,Social Media,Night,1
missing,missing,Tablet,Bottom,News,Morning,1
missing,missing,Tablet,Bottom,News,Evening,1
26.0,Non-Binary,Mobile,Top,Social Media,Evening,1
missing,Male,Desktop,missing,missing,Evening,1
53.0,Female,missing,Top,missing,Evening,0
missing,Non-Binary,missing,Side,Education,Night,1
28.0,Female,Mobile,Bottom,Shopping,Morning,1
missing,Male,Tablet,Top,missing,Morning,1
27.0,missing,missing,Bottom,missing,Night,1
46.0,missing,Mobile,Side,Social Media,Morning,1
22.0,missing,Desktop,Bottom,News,Night,1
missing,Female,Mobile,Bottom,missing,Night,1
36.0,missing,Tablet,Top,missing,Morning,1
27.0,Non-Binary,Mobile,missing,Social Media,missing,0
missing,missing,Tablet,missing,missing,Morning,1
38.0,missing,missing,missing,missing,Morning,1
missing,Female,Tablet,Side,missing,Evening,0
missing,Male,Mobile,Side,Shopping,Night,1
missing,Male,Tablet,Top,missing,Morning,1
60.0,missing,Tablet,Side,missing,missing,1
36.0,missing,missing,missing,missing,missing,0
54.0,missing,Mobile,Bottom,missing,missing,1
missing,Non-Binary,missing,Top,missing,Night,1
42.0,Non-Binary,Mobile,Side,Education,Morning,0
missing,missing,Tablet,missing,missing,Afternoon,0
61.0,Male,Desktop,Side,Social Media,Morning,1
54.0,missing,Desktop,Bottom,Social Media,Afternoon,0
missing,missing,Mobile,missing,Social Media,Afternoon,0
missing,missing,Tablet,Top,Education,Afternoon,1
missing,Non-Binary,Mobile,Bottom,Social Media,Morning,1
missing,Non-Binary,missing,Side,Social Media,Evening,1
missing,missing,Desktop,Bottom,Social Media,Morning,1
missing,Male,Tablet,Bottom,missing,Morning,1
30.0,missing,Tablet,Top,missing,Evening,1
33.0,missing,Desktop,Top,missing,Afternoon,1
missing,Non-Binary,Tablet,Side,News,Afternoon,0
37.0,missing,Mobile,Side,Entertainment,Morning,1
54.0,Non-Binary,Tablet,Bottom,Education,missing,0
53.0,Non-Binary,Desktop,Side,Shopping,Morning,0
missing,missing,Mobile,Top,missing,Afternoon,1
57.0,missing,Mobile,Bottom,News,Night,1
34.0,missing,Mobile,Top,Entertainment,Morning,1
missing,Male,Desktop,Side,missing,Evening,1
missing,Female,Tablet,Top,Education,Evening,1
63.0,missing,Tablet,Side,Shopping,Afternoon,1
36.0,missing,Tablet,Bottom,Shopping,missing,1
missing,Non-Binary,missing,Bottom,missing,Morning,1
missing,missing,Tablet,Side,missing,Morning,1
34.0,missing,Mobile,Top,Entertainment,Morning,1
missing,Male,Mobile,Top,News,missing,1
missing,missing,Desktop,Top,missing,Afternoon,1
35.0,Non-Binary,Tablet,Bottom,Education,Night,1
26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
51.0,missing,Mobile,Side,missing,Night,0
31.0,Male,Desktop,missing,missing,Night,1
missing,missing,Mobile,missing,missing,Morning,1
38.0,Male,Mobile,Side,missing,Evening,0
46.0,Female,Tablet,Side,missing,Morning,1
30.0,Female,Mobile,Top,Social Media,Morning,1
missing,missing,Desktop,Bottom,missing,Night,1
missing,Non-Binary,missing,Top,Social Media,Evening,1
21.0,Female,Desktop,Side,missing,Afternoon,1
missing,Non-Binary,Tablet,Top,Shopping,Afternoon,0
23.0,Non-Binary,Tablet,Top,Education,Morning,1
missing,Male,Tablet,Side,missing,Afternoon,1
57.0,Male,Desktop,Side,Social Media,Evening,0
63.0,missing,Tablet,missing,Shopping,missing,1
29.0,missing,Desktop,Bottom,missing,missing,1
37.0,Female,missing,missing,missing,missing,1
missing,Non-Binary,missing,Bottom,missing,Morning,1
34.0,Male,missing,missing,News,missing,1
missing,Female,Mobile,Side,Social Media,Morning,0
missing,Male,Desktop,Top,News,Afternoon,1
missing,missing,Desktop,Top,Social Media,Morning,0
39.0,Non-Binary,Tablet,Side,missing,Evening,0
missing,Non-Binary,Tablet,missing,News,Morning,0
missing,Female,Desktop,missing,missing,Afternoon,1
missing,Male,missing,Bottom,missing,Evening,0
63.0,missing,Tablet,Bottom,Shopping,Afternoon,0
missing,missing,Desktop,missing,missing,Morning,0
30.0,missing,Mobile,Side,Entertainment,Night,1
37.0,Female,Desktop,Top,Education,Afternoon,0
missing,Non-Binary,Tablet,Top,missing,Afternoon,1
missing,missing,Mobile,Bottom,missing,Evening,1
missing,Female,Mobile,Side,Shopping,missing,0
34.0,Male,missing,Top,missing,Night,1
missing,missing,missing,Top,Education,Afternoon,1
missing,Female,Mobile,Top,Shopping,Evening,0
20.0,Female,Tablet,Side,Entertainment,Night,1
36.0,missing,Tablet,missing,missing,Afternoon,0
47.0,Male,Desktop,Bottom,Education,missing,1
missing,Female,Desktop,Bottom,Education,Morning,0
missing,Male,Desktop,Top,missing,Night,1
missing,Non-Binary,Mobile,missing,missing,missing,1
59.0,missing,Mobile,Top,missing,Evening,0
32.0,Non-Binary,missing,Top,missing,Night,1
missing,missing,Tablet,Top,Education,Afternoon,0
missing,Non-Binary,Tablet,Top,Shopping,Afternoon,1
missing,missing,missing,Top,News,Night,0
24.0,Male,Mobile,Top,Entertainment,Night,1
19.0,missing,Tablet,Top,Entertainment,Evening,1
missing,Non-Binary,Desktop,Side,missing,Afternoon,1
missing,Male,Desktop,Side,missing,Evening,1
missing,missing,Tablet,missing,Education,Evening,0
22.0,missing,missing,Bottom,missing,Night,1
missing,Female,Mobile,Side,News,Morning,1
missing,Female,Tablet,Side,missing,Morning,0
missing,missing,Mobile,Bottom,missing,Afternoon,1
37.0,missing,Tablet,Side,missing,missing,1
missing,Male,Desktop,Bottom,missing,Night,1
missing,Male,Tablet,Top,missing,Evening,0
missing,missing,Desktop,Side,missing,Morning,0
missing,missing,Tablet,Side,missing,Evening,0
43.0,Male,Tablet,Top,Entertainment,missing,0
missing,Female,Tablet,Top,missing,Evening,1
30.0,missing,Tablet,Top,News,Morning,1
missing,Non-Binary,Desktop,Top,missing,Evening,1
34.0,Non-Binary,Desktop,missing,Shopping,missing,1
18.0,missing,Desktop,missing,Entertainment,missing,0
missing,missing,Tablet,Bottom,Social Media,Morning,1
19.0,missing,Tablet,Top,missing,missing,1
34.0,missing,missing,missing,missing,Night,0
42.0,missing,Mobile,Side,Shopping,missing,1
37.0,Male,missing,Bottom,missing,Afternoon,1
missing,Non-Binary,Desktop,Side,missing,Afternoon,1
missing,missing,Tablet,Side,missing,missing,0
missing,Female,Desktop,Bottom,missing,Evening,1
37.0,missing,Tablet,missing,missing,Night,0
29.0,missing,Desktop,Bottom,Education,Evening,1
58.0,missing,Tablet,Top,missing,missing,1
missing,Male,Tablet,Bottom,missing,Evening,0
57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
missing,Male,Desktop,Top,missing,Afternoon,1
64.0,missing,Mobile,missing,Social Media,Afternoon,1
38.0,missing,Desktop,Side,missing,Afternoon,1
21.0,Male,Mobile,Side,missing,Night,0
53.0,Non-Binary,Tablet,Top,Shopping,missing,1
43.0,Non-Binary,Mobile,Top,Social Media,Night,1
missing,Male,Tablet,Bottom,missing,Afternoon,0
37.0,missing,missing,Side,Entertainment,Morning,1
missing,Female,Tablet,Top,Education,missing,0
58.0,missing,Tablet,Top,missing,Afternoon,1
missing,Non-Binary,Mobile,missing,Entertainment,Afternoon,1
40.0,Male,Desktop,Top,Entertainment,Evening,1
missing,missing,Desktop,Bottom,News,Night,1
missing,Female,Desktop,Bottom,Entertainment,Morning,1
missing,missing,Tablet,Bottom,News,Afternoon,0
31.0,missing,Mobile,Top,Education,Morning,0
missing,Non-Binary,Desktop,Bottom,News,Evening,0
missing,missing,missing,Side,Entertainment,Evening,0
62.0,missing,missing,missing,missing,Night,1
45.0,Male,Desktop,Top,missing,Morning,1
46.0,missing,Mobile,Side,missing,Morning,1
20.0,Female,Tablet,Side,missing,Night,0
missing,missing,Desktop,Side,News,Night,1
missing,Non-Binary,Tablet,missing,missing,missing,1
53.0,Non-Binary,Desktop,missing,missing,Evening,0
60.0,Male,Desktop,Top,missing,Afternoon,0
missing,missing,Desktop,Top,missing,Night,1
46.0,Non-Binary,Desktop,Top,missing,Morning,0
36.0,missing,Tablet,Side,Education,Evening,1
missing,Male,missing,Side,Social Media,Night,1
26.0,Non-Binary,Desktop,Bottom,missing,missing,1
missing,Female,Mobile,Bottom,missing,Night,1
55.0,missing,Mobile,missing,missing,Afternoon,0
54.0,missing,Desktop,Bottom,missing,Night,1
54.0,Male,Tablet,Side,Education,Evening,1
52.0,Female,Desktop,missing,missing,Afternoon,1
32.0,missing,Desktop,Side,missing,Night,1
49.0,missing,Tablet,Side,Entertainment,Afternoon,0
25.0,Female,Mobile,Top,News,Night,0
56.0,Female,missing,Bottom,News,missing,1
missing,missing,Mobile,Bottom,missing,Night,0
missing,missing,Mobile,Side,Social Media,missing,1
missing,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
missing,Non-Binary,Mobile,Top,Social Media,Evening,1
22.0,missing,Desktop,missing,Shopping,Afternoon,1
28.0,missing,Desktop,Side,missing,Afternoon,1
missing,Male,Tablet,Top,missing,Morning,1
26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
missing,missing,Mobile,Bottom,missing,Evening,0
38.0,Non-Binary,Tablet,Bottom,Entertainment,missing,1
missing,Female,Mobile,Bottom,missing,Night,1
missing,Non-Binary,Tablet,Side,Education,missing,1
31.0,missing,Tablet,missing,Shopping,Afternoon,0
